gene	ncbi_gene_id	ncbi_protein_id	uniprot_id	description
mtm:MYCTH_2129407	ncbi-geneid:11511320	ncbi-proteinid:XP_003665560	up:G2QIE1	hypothetical protein
mtm:MYCTH_2129411	ncbi-geneid:11511324	ncbi-proteinid:XP_003665564	up:G2QIE5	hypothetical protein
mtm:MYCTH_2129417	ncbi-geneid:11511330	ncbi-proteinid:XP_003665570	up:G2QIF1	hypothetical protein
mtm:MYCTH_2129459	ncbi-geneid:11511370	ncbi-proteinid:XP_003665610	up:G2QIP3	hypothetical protein
mtm:MYCTH_2129465	ncbi-geneid:11511375	ncbi-proteinid:XP_003665615	up:G2QIP8	hypothetical protein
mtm:MYCTH_2129497	ncbi-geneid:11511404	ncbi-proteinid:XP_003665644	up:G2QIY0	hypothetical protein
mtm:MYCTH_2129511	ncbi-geneid:11511416	ncbi-proteinid:XP_003665656	up:G2QIZ2	hypothetical protein
mtm:MYCTH_2129515	ncbi-geneid:11511419	ncbi-proteinid:XP_003665659	up:G2QIZ5	hypothetical protein
mtm:MYCTH_2129532	ncbi-geneid:11511437	ncbi-proteinid:XP_003665677	up:G2QJ13	hypothetical protein
mtm:MYCTH_2129548	ncbi-geneid:11511454	ncbi-proteinid:XP_003665694	up:G2QJ83	hypothetical protein
mtm:MYCTH_2129554	ncbi-geneid:11511459	ncbi-proteinid:XP_003665699	up:G2QJ88	hypothetical protein
mtm:MYCTH_2129566	ncbi-geneid:11506398	ncbi-proteinid:XP_003665711	up:G2QMS6	hypothetical protein
mtm:MYCTH_2129567	ncbi-geneid:11511534	ncbi-proteinid:XP_003665712	up:G2QMS7	hypothetical protein
mtm:MYCTH_2129615	ncbi-geneid:11513507	ncbi-proteinid:XP_003665760	up:G2QKN3	hypothetical protein
mtm:MYCTH_2129660	ncbi-geneid:11513547	ncbi-proteinid:XP_003665800	up:G2QKS3	hypothetical protein
mtm:MYCTH_2129702	ncbi-geneid:11513665	ncbi-proteinid:XP_003665840	up:G2QKW3	hypothetical protein
mtm:MYCTH_2129707	ncbi-geneid:11513669	ncbi-proteinid:XP_003665844	up:G2QKW7	hypothetical protein
mtm:MYCTH_2129714	ncbi-geneid:11513676	ncbi-proteinid:XP_003665851	up:G2QKX4	hypothetical protein
mtm:MYCTH_2129720	ncbi-geneid:11513681	ncbi-proteinid:XP_003665856	up:G2QKX9	hypothetical protein
mtm:MYCTH_2129775	ncbi-geneid:11513718	ncbi-proteinid:XP_003665893	up:G2QL16	hypothetical protein
mtm:MYCTH_2129781	ncbi-geneid:11513724	ncbi-proteinid:XP_003665899	up:G2QL22	hypothetical protein
mtm:MYCTH_2129788	ncbi-geneid:11513808	ncbi-proteinid:XP_003665905	up:G2QL28	hypothetical protein
mtm:MYCTH_2129802	ncbi-geneid:11513823	ncbi-proteinid:XP_003665920	up:G2QL43	hypothetical protein
mtm:MYCTH_2129842	ncbi-geneid:11513867	ncbi-proteinid:XP_003665964	up:G2QL87	hypothetical protein
mtm:MYCTH_2129843	ncbi-geneid:11513868	ncbi-proteinid:XP_003665965	up:G2QL88	hypothetical protein
mtm:MYCTH_2129884	ncbi-geneid:11513981	ncbi-proteinid:XP_003666000	up:G2QLC3	hypothetical protein
mtm:MYCTH_2129891	ncbi-geneid:11513987	ncbi-proteinid:XP_003666006	up:G2QLC9	hypothetical protein
mtm:MYCTH_2129970	ncbi-geneid:11514137	ncbi-proteinid:XP_003666078	up:G2QLK3	hypothetical protein
mtm:MYCTH_2129999	ncbi-geneid:11514160	ncbi-proteinid:XP_003666101	up:G2QLM6	hypothetical protein
mtm:MYCTH_2130022	ncbi-geneid:11514188	ncbi-proteinid:XP_003666129	up:G2QLQ4	hypothetical protein
mtm:MYCTH_2130079	ncbi-geneid:11514325	ncbi-proteinid:XP_003666188	up:G2QLW3	hypothetical protein
mtm:MYCTH_2130105	ncbi-geneid:11514347	ncbi-proteinid:XP_003666210	up:G2QLY5	hypothetical protein
mtm:MYCTH_2130123	ncbi-geneid:11514434	ncbi-proteinid:XP_003666219	up:G2QLZ4	hypothetical protein
mtm:MYCTH_2130127	ncbi-geneid:11514438	ncbi-proteinid:XP_003666223	up:G2QLZ8	hypothetical protein
mtm:MYCTH_2130131	ncbi-geneid:11514442	ncbi-proteinid:XP_003666227	up:G2QM02	hypothetical protein
mtm:MYCTH_2130132	ncbi-geneid:11514443	ncbi-proteinid:XP_003666228	up:G2QM03	hypothetical protein
mtm:MYCTH_2130133	ncbi-geneid:11514444	ncbi-proteinid:XP_003666229	up:G2QM04	hypothetical protein
mtm:MYCTH_2130134	ncbi-geneid:11514445	ncbi-proteinid:XP_003666230	up:G2QM05	hypothetical protein
mtm:MYCTH_2130137	ncbi-geneid:11514451	ncbi-proteinid:XP_003666236	up:G2QM11	hypothetical protein
mtm:MYCTH_2130140	ncbi-geneid:11514453	ncbi-proteinid:XP_003666238	up:G2QM13	hypothetical protein
mtm:MYCTH_2130157	ncbi-geneid:11514475	ncbi-proteinid:XP_003666260	up:G2QM35	hypothetical protein
mtm:MYCTH_2130158	ncbi-geneid:11514476	ncbi-proteinid:XP_003666261	up:G2QM36	hypothetical protein
mtm:MYCTH_2130162	ncbi-geneid:11514480	ncbi-proteinid:XP_003666265	up:G2QM40	hypothetical protein
mtm:MYCTH_2130164	ncbi-geneid:11514481	ncbi-proteinid:XP_003666266	up:G2QM41	hypothetical protein
mtm:MYCTH_2130172	ncbi-geneid:11514489	ncbi-proteinid:XP_003666274	up:G2QM49	hypothetical protein
mtm:MYCTH_2130178	ncbi-geneid:11514497	ncbi-proteinid:XP_003666282	up:G2QM57	hypothetical protein
mtm:MYCTH_2130243	ncbi-geneid:11514635	ncbi-proteinid:XP_003666342	up:G2QMB7	hypothetical protein
mtm:MYCTH_2130249	ncbi-geneid:11514640	ncbi-proteinid:XP_003666347	up:G2QMC2	hypothetical protein
mtm:MYCTH_2130288	ncbi-geneid:11506381	ncbi-proteinid:XP_003666380	up:G2QMF5	hypothetical protein
mtm:MYCTH_2130296	ncbi-geneid:11506191	ncbi-proteinid:XP_003666391	up:G2QMG6	hypothetical protein
mtm:MYCTH_2130327	ncbi-geneid:11506223	ncbi-proteinid:XP_003666423	up:G2QMJ8	hypothetical protein
mtm:MYCTH_2130345	ncbi-geneid:11506238	ncbi-proteinid:XP_003666438	up:G2QML3	hypothetical protein
mtm:MYCTH_2130352	ncbi-geneid:11506245	ncbi-proteinid:XP_003666445	up:G2QMM0	hypothetical protein
mtm:MYCTH_2130377	ncbi-geneid:11506347	ncbi-proteinid:XP_003666469	up:G2QMP4	hypothetical protein
mtm:MYCTH_2130409	ncbi-geneid:11506378	ncbi-proteinid:XP_003666500	up:G2QMS5	hypothetical protein
mtm:MYCTH_2130416	ncbi-geneid:11506498	ncbi-proteinid:XP_003666511	up:G2QNP2	hypothetical protein
mtm:MYCTH_2130467	ncbi-geneid:11506524	ncbi-proteinid:XP_003666551	up:G2QNY5	hypothetical protein
mtm:MYCTH_2130496	ncbi-geneid:11506547	ncbi-proteinid:XP_003666574	up:G2QP08	hypothetical protein
mtm:MYCTH_2130506	ncbi-geneid:11506558	ncbi-proteinid:XP_003666585	up:G2QP19	hypothetical protein
mtm:MYCTH_2130517	ncbi-geneid:11506644	ncbi-proteinid:XP_003666593	up:G2QP27	hypothetical protein
mtm:MYCTH_2130550	ncbi-geneid:11506677	ncbi-proteinid:XP_003666626	up:G2QP68	hypothetical protein
mtm:MYCTH_2130591	ncbi-geneid:11506801	ncbi-proteinid:XP_003666672	up:G2QPB4	hypothetical protein
mtm:MYCTH_2130620	ncbi-geneid:11510134	ncbi-proteinid:XP_003666701	up:G2QPE3	hypothetical protein
mtm:MYCTH_2130669	ncbi-geneid:11506957	ncbi-proteinid:XP_003666750	up:G2QPJ2	hypothetical protein
mtm:MYCTH_2130688	ncbi-geneid:11506977	ncbi-proteinid:XP_003666770	up:G2QPL2	hypothetical protein
mtm:MYCTH_2130701	ncbi-geneid:11506981	ncbi-proteinid:XP_003666774	up:G2QPL6	hypothetical protein
mtm:MYCTH_2130717	ncbi-geneid:11506999	ncbi-proteinid:XP_003666792	up:G2QPN4	hypothetical protein
mtm:MYCTH_2130730	ncbi-geneid:11507011	ncbi-proteinid:XP_003666804	up:G2QPP6	hypothetical protein
mtm:MYCTH_2130777	ncbi-geneid:11507135	ncbi-proteinid:XP_003666850	up:G2QPU2	hypothetical protein
mtm:MYCTH_2130787	ncbi-geneid:11507146	ncbi-proteinid:XP_003666861	up:G2QPV3	hypothetical protein
mtm:MYCTH_2130796	ncbi-geneid:11507155	ncbi-proteinid:XP_003666870	up:G2QPW2	hypothetical protein
mtm:MYCTH_2130809	ncbi-geneid:11507168	ncbi-proteinid:XP_003666883	up:G2QPX5	hypothetical protein
mtm:MYCTH_2130846	ncbi-geneid:11507285	ncbi-proteinid:XP_003666922	up:G2QQ14	hypothetical protein
mtm:MYCTH_2130877	ncbi-geneid:11507317	ncbi-proteinid:XP_003666954	up:G2QQ46	hypothetical protein
mtm:MYCTH_2130919	ncbi-geneid:11509308	ncbi-proteinid:XP_003666991	up:G2QQ83	hypothetical protein
mtm:MYCTH_2130929	ncbi-geneid:11509318	ncbi-proteinid:XP_003667001	up:G2QQ93	hypothetical protein
mtm:MYCTH_2130973	ncbi-geneid:11509361	ncbi-proteinid:XP_003667044	up:G2QQD6	carbohydrate esterase family 1 protein
mtm:MYCTH_2130987	ncbi-geneid:11509453	ncbi-proteinid:XP_003667058	up:G2QQF0	hypothetical protein
mtm:MYCTH_2131034	ncbi-geneid:11509496	ncbi-proteinid:XP_003667101	up:G2QMY3	hypothetical protein
mtm:MYCTH_2131097	ncbi-geneid:11509631	ncbi-proteinid:XP_003667158	up:G2QN40	hypothetical protein
mtm:MYCTH_2131203	ncbi-geneid:11509820	ncbi-proteinid:XP_003667269	up:G2QNF1	hypothetical protein
mtm:MYCTH_2131210	ncbi-geneid:11509825	ncbi-proteinid:XP_003667274	up:G2QNF6	hypothetical protein
mtm:MYCTH_2131220	ncbi-geneid:11510128	ncbi-proteinid:XP_003667284	up:G2QNG6	hypothetical protein
mtm:MYCTH_2131229	ncbi-geneid:11509921	ncbi-proteinid:XP_003667292	up:G2QNH4	hypothetical protein
mtm:MYCTH_2131244	ncbi-geneid:11509934	ncbi-proteinid:XP_003667305	up:G2QNI7	hypothetical protein
mtm:MYCTH_2131264	ncbi-geneid:11509952	ncbi-proteinid:XP_003667323	up:G2QNK5	hypothetical protein
mtm:MYCTH_2131293	ncbi-geneid:11509974	ncbi-proteinid:XP_003667345	up:G2QNM7	hypothetical protein
mtm:MYCTH_2131308	ncbi-geneid:11509987	ncbi-proteinid:XP_003667358	up:G2QNT7	glycoside hydrolase family 55 protein
mtm:MYCTH_2131320	ncbi-geneid:11510127	ncbi-proteinid:XP_003667370	up:G2QNU9	hypothetical protein
mtm:MYCTH_2131445	ncbi-geneid:11505946	ncbi-proteinid:XP_003658442	up:G2Q0D4	hypothetical protein
mtm:MYCTH_2131574	ncbi-geneid:11505512	ncbi-proteinid:XP_003658651	up:G2Q279	hypothetical protein
mtm:MYCTH_2131761	ncbi-geneid:11511579	ncbi-proteinid:XP_003658948	up:G2Q4W6	hypothetical protein
mtm:MYCTH_2131791	ncbi-geneid:11508949	ncbi-proteinid:XP_003658995	up:G2Q5B9	hypothetical protein
mtm:MYCTH_2131805	ncbi-geneid:11513277	ncbi-proteinid:XP_003659026	up:G2Q5F0	hypothetical protein
mtm:MYCTH_2132093	ncbi-geneid:11508573	ncbi-proteinid:XP_003659506	up:G2Q2D6	hypothetical protein
mtm:MYCTH_2132220	ncbi-geneid:11505996	ncbi-proteinid:XP_003659712	up:G2Q472	hypothetical protein
mtm:MYCTH_2132225	ncbi-geneid:11512868	ncbi-proteinid:XP_003659722	up:G2Q482	hypothetical protein
mtm:MYCTH_2132318	ncbi-geneid:11505425	ncbi-proteinid:XP_003659921	up:G2Q5Z9	hypothetical protein
mtm:MYCTH_2132417	ncbi-geneid:11512925	ncbi-proteinid:XP_003660070	up:G2Q001	hypothetical protein
mtm:MYCTH_2132441	ncbi-geneid:11508053	ncbi-proteinid:XP_003660102	up:G2Q033	hypothetical protein
mtm:MYCTH_2132459	ncbi-geneid:11508411	ncbi-proteinid:XP_003660128	up:G2Q0M1	hypothetical protein
mtm:MYCTH_2132486	ncbi-geneid:11505967	ncbi-proteinid:XP_003660170	up:G2Q126	hypothetical protein
mtm:MYCTH_2132560	ncbi-geneid:11508661	ncbi-proteinid:XP_003660290	up:G2Q212	hypothetical protein
mtm:MYCTH_2132573	ncbi-geneid:11508288	ncbi-proteinid:XP_003660320	up:G2Q242	hypothetical protein
mtm:MYCTH_2132657	ncbi-geneid:11508607	ncbi-proteinid:XP_003660457	up:G2Q3F2	hypothetical protein
mtm:MYCTH_2132689	ncbi-geneid:11512910	ncbi-proteinid:XP_003660534	up:G2Q3Y6	hypothetical protein
mtm:MYCTH_2132763	ncbi-geneid:11508102	ncbi-proteinid:XP_003660658	up:G2Q573	hypothetical protein
mtm:MYCTH_2132770	ncbi-geneid:11508106	ncbi-proteinid:XP_003660665	up:G2Q580	hypothetical protein
mtm:MYCTH_2132825	ncbi-geneid:11506035	ncbi-proteinid:XP_003660750	up:G2Q5R9	hypothetical protein
mtm:MYCTH_2132970	ncbi-geneid:11511703	ncbi-proteinid:XP_003661041	up:G2QA48	hypothetical protein
mtm:MYCTH_2133010	ncbi-geneid:11511796	ncbi-proteinid:XP_003661117	up:G2QAH6	hypothetical protein
mtm:MYCTH_2133056	ncbi-geneid:11511865	ncbi-proteinid:XP_003661186	up:G2QAU9	hypothetical protein
mtm:MYCTH_2133058	ncbi-geneid:11511866	ncbi-proteinid:XP_003661187	up:G2QAV0	hypothetical protein
mtm:MYCTH_2133103	ncbi-geneid:11511951	ncbi-proteinid:XP_003661272	up:G2Q7B6	hypothetical protein
mtm:MYCTH_2133149	ncbi-geneid:11512031	ncbi-proteinid:XP_003661352	up:G2Q7V0	hypothetical protein
mtm:MYCTH_2133332	ncbi-geneid:11510482	ncbi-proteinid:XP_003661677	up:G2Q9H3	hypothetical protein
mtm:MYCTH_2133403	ncbi-geneid:11510615	ncbi-proteinid:XP_003661810	up:G2Q9V6	hypothetical protein
mtm:MYCTH_2133483	ncbi-geneid:11510781	ncbi-proteinid:XP_003661976	up:G2QAN5	hypothetical protein
mtm:MYCTH_2133532	ncbi-geneid:11510852	ncbi-proteinid:XP_003662047	up:G2QB63	hypothetical protein
mtm:MYCTH_2133586	ncbi-geneid:11512184	ncbi-proteinid:XP_003662131	up:G2Q7H3	hypothetical protein
mtm:MYCTH_2133773	ncbi-geneid:11512492	ncbi-proteinid:XP_003662439	up:G2Q9A2	hypothetical protein
mtm:MYCTH_2133830	ncbi-geneid:11512639	ncbi-proteinid:XP_003662563	up:G2QCE3	hypothetical protein
mtm:MYCTH_2133968	ncbi-geneid:11507420	ncbi-proteinid:XP_003662794	up:G2QDU0	hypothetical protein
mtm:MYCTH_2133976	ncbi-geneid:11507434	ncbi-proteinid:XP_003662808	up:G2QDV4	hypothetical protein
mtm:MYCTH_2134022	ncbi-geneid:11507510	ncbi-proteinid:XP_003662884	up:G2QE56	hypothetical protein
mtm:MYCTH_2134135	ncbi-geneid:11507701	ncbi-proteinid:XP_003663075	up:G2QEP7	hypothetical protein
mtm:MYCTH_2134157	ncbi-geneid:11507734	ncbi-proteinid:XP_003663108	up:G2QBC0	hypothetical protein
mtm:MYCTH_2134282	ncbi-geneid:11507929	ncbi-proteinid:XP_003663303	up:G2QBX6	hypothetical protein
mtm:MYCTH_2134354	ncbi-geneid:11509860	ncbi-proteinid:XP_003663421	up:G2QCQ4	hypothetical protein
mtm:MYCTH_2134407	ncbi-geneid:11509692	ncbi-proteinid:XP_003663580	up:G2QDM4	hypothetical protein
mtm:MYCTH_2134429	ncbi-geneid:11509753	ncbi-proteinid:XP_003663641	up:G2QDY7	hypothetical protein
mtm:MYCTH_2134461	ncbi-geneid:11510033	ncbi-proteinid:XP_003663743	up:G2QG33	hypothetical protein
mtm:MYCTH_2134470	ncbi-geneid:11510059	ncbi-proteinid:XP_003663769	up:G2QG59	hypothetical protein
mtm:MYCTH_2134674	ncbi-geneid:11506437	ncbi-proteinid:XP_003664151	up:G2QHP6	hypothetical protein
mtm:MYCTH_2134725	ncbi-geneid:11513940	ncbi-proteinid:XP_003664231	up:G2QEV7	hypothetical protein
mtm:MYCTH_2134741	ncbi-geneid:11514045	ncbi-proteinid:XP_003664258	up:G2QEY4	hypothetical protein
mtm:MYCTH_2134806	ncbi-geneid:11514253	ncbi-proteinid:XP_003664388	up:G2QFB4	hypothetical protein
mtm:MYCTH_2134854	ncbi-geneid:11514509	ncbi-proteinid:XP_003664488	up:G2QFM6	hypothetical protein
mtm:MYCTH_2134860	ncbi-geneid:11514517	ncbi-proteinid:XP_003664496	up:G2QFN4	hypothetical protein
mtm:MYCTH_2134935	ncbi-geneid:11506268	ncbi-proteinid:XP_003664662	up:G2QGK7	glycoside hydrolase family 16 protein
mtm:MYCTH_2135030	ncbi-geneid:11506772	ncbi-proteinid:XP_003664900	up:G2QJ98	hypothetical protein
mtm:MYCTH_2135036	ncbi-geneid:11506787	ncbi-proteinid:XP_003664915	up:G2QJB3	hypothetical protein
mtm:MYCTH_2135067	ncbi-geneid:11506923	ncbi-proteinid:XP_003664973	up:G2QJH1	hypothetical protein
mtm:MYCTH_2135152	ncbi-geneid:11507260	ncbi-proteinid:XP_003665154	up:G2QK03	hypothetical protein
mtm:MYCTH_2135162	ncbi-geneid:11510929	ncbi-proteinid:XP_003665169	up:G2QK18	hypothetical protein
mtm:MYCTH_2135222	ncbi-geneid:11511020	ncbi-proteinid:XP_003665260	up:G2QKA9	hypothetical protein
mtm:MYCTH_2135245	ncbi-geneid:11511074	ncbi-proteinid:XP_003665314	up:G2QKG3	hypothetical protein
mtm:MYCTH_2135256	ncbi-geneid:11511107	ncbi-proteinid:XP_003665347	up:G2QKJ6	hypothetical protein
mtm:MYCTH_2135257	ncbi-geneid:11511108	ncbi-proteinid:XP_003665348	up:G2QKJ7	hypothetical protein
mtm:MYCTH_2135313	ncbi-geneid:11511192	ncbi-proteinid:XP_003665432	up:G2QHZ8	hypothetical protein
mtm:MYCTH_2135338	ncbi-geneid:11511232	ncbi-proteinid:XP_003665472	up:G2QI38	hypothetical protein
mtm:MYCTH_2135345	ncbi-geneid:11511242	ncbi-proteinid:XP_003665482	up:G2QI48	hypothetical protein
mtm:MYCTH_2135399	ncbi-geneid:11511395	ncbi-proteinid:XP_003665635	up:G2QIR8	hypothetical protein
mtm:MYCTH_2135445	ncbi-geneid:11513500	ncbi-proteinid:XP_003665753	up:G2QKM6	hypothetical protein
mtm:MYCTH_2135496	ncbi-geneid:11513655	ncbi-proteinid:XP_003665830	up:G2QKV3	hypothetical protein
mtm:MYCTH_2135569	ncbi-geneid:11513879	ncbi-proteinid:XP_003665976	up:G2QL99	hypothetical protein
mtm:MYCTH_2135602	ncbi-geneid:11514020	ncbi-proteinid:XP_003666039	up:G2QLG3	hypothetical protein
mtm:MYCTH_2135627	ncbi-geneid:11514141	ncbi-proteinid:XP_003666082	up:G2QLK7	hypothetical protein
mtm:MYCTH_2135707	ncbi-geneid:11514456	ncbi-proteinid:XP_003666241	up:G2QM16	hypothetical protein
mtm:MYCTH_2135745	ncbi-geneid:11514652	ncbi-proteinid:XP_003666359	up:G2QMD4	hypothetical protein
mtm:MYCTH_2135772	ncbi-geneid:11506226	ncbi-proteinid:XP_003666426	up:G2QMK1	hypothetical protein
mtm:MYCTH_2135780	ncbi-geneid:11506237	ncbi-proteinid:XP_003666437	up:G2QML2	hypothetical protein
mtm:MYCTH_2135800	ncbi-geneid:11506358	ncbi-proteinid:XP_003666480	up:G2QMQ5	hypothetical protein
mtm:MYCTH_2135843	ncbi-geneid:11506539	ncbi-proteinid:XP_003666566	up:G2QP00	hypothetical protein
mtm:MYCTH_2135849	ncbi-geneid:11506550	ncbi-proteinid:XP_003666577	up:G2QP11	hypothetical protein
mtm:MYCTH_2136046	ncbi-geneid:11507319	ncbi-proteinid:XP_003666956	up:G2QQ48	hypothetical protein
mtm:MYCTH_2136117	ncbi-geneid:11509454	ncbi-proteinid:XP_003667059	up:G2QQF1	hypothetical protein
mtm:MYCTH_2136202	ncbi-geneid:11509655	ncbi-proteinid:XP_003667182	up:G2QN64	hypothetical protein
mtm:MYCTH_2136257	ncbi-geneid:11509824	ncbi-proteinid:XP_003667273	up:G2QNF5	hypothetical protein
mtm:MYCTH_2136301	ncbi-geneid:11510079	ncbi-proteinid:XP_003667372	up:G2QNV1	hypothetical protein
mtm:MYCTH_2136371	ncbi-geneid:11508673	ncbi-proteinid:XP_003658406	up:G2Q098	hypothetical protein
mtm:MYCTH_2136549	ncbi-geneid:11512836	ncbi-proteinid:XP_003658677	up:G2Q2L3	hypothetical protein
mtm:MYCTH_2136659	ncbi-geneid:11508175	ncbi-proteinid:XP_003658842	up:G2Q3Z8	hypothetical protein
mtm:MYCTH_2136712	ncbi-geneid:11511652	ncbi-proteinid:XP_003658949	up:G2Q4W7	hypothetical protein
mtm:MYCTH_2136757	ncbi-geneid:11513107	ncbi-proteinid:XP_003659027	up:G2Q5F1	hypothetical protein
mtm:MYCTH_2136821	ncbi-geneid:11508465	ncbi-proteinid:XP_003659141	up:G2Q6C6	hypothetical protein
mtm:MYCTH_2136823	ncbi-geneid:11508696	ncbi-proteinid:XP_003659147	up:G2Q6D2	hypothetical protein
mtm:MYCTH_2136876	ncbi-geneid:11508796	ncbi-proteinid:XP_003659238	up:G2PZX0	hypothetical protein
mtm:MYCTH_2136940	ncbi-geneid:11513185	ncbi-proteinid:XP_003659338	up:G2Q0Z5	hypothetical protein
mtm:MYCTH_2136960	ncbi-geneid:11513385	ncbi-proteinid:XP_003659371	up:G2Q1D6	hypothetical protein
mtm:MYCTH_2137000	ncbi-geneid:11505731	ncbi-proteinid:XP_003659429	up:G2Q1V2	hypothetical protein
mtm:MYCTH_2137079	ncbi-geneid:11512818	ncbi-proteinid:XP_003659550	up:G2Q2T8	hypothetical protein
mtm:MYCTH_2137175	ncbi-geneid:11513396	ncbi-proteinid:XP_003659703	up:G2Q463	hypothetical protein
mtm:MYCTH_2137239	ncbi-geneid:11505441	ncbi-proteinid:XP_003659848	up:G2Q5H0	hypothetical protein
mtm:MYCTH_2137349	ncbi-geneid:11505691	ncbi-proteinid:XP_003660047	up:G2Q722	hypothetical protein
mtm:MYCTH_2137429	ncbi-geneid:11508856	ncbi-proteinid:XP_003660164	up:G2Q0Q7	hypothetical protein
mtm:MYCTH_2137468	ncbi-geneid:11508854	ncbi-proteinid:XP_003660227	up:G2Q1J1	hypothetical protein
mtm:MYCTH_2137771	ncbi-geneid:11512840	ncbi-proteinid:XP_003660758	up:G2Q634	hypothetical protein
mtm:MYCTH_2137812	ncbi-geneid:11509149	ncbi-proteinid:XP_003660828	up:G2Q6L0	hypothetical protein
mtm:MYCTH_2137832	ncbi-geneid:11513352	ncbi-proteinid:XP_003660863	up:G2Q740	hypothetical protein
mtm:MYCTH_2137894	ncbi-geneid:11505627	ncbi-proteinid:XP_003660959	up:G2PZM8	hypothetical protein
mtm:MYCTH_2138041	ncbi-geneid:11511944	ncbi-proteinid:XP_003661265	up:G2Q7A9	hypothetical protein
mtm:MYCTH_2138347	ncbi-geneid:11510599	ncbi-proteinid:XP_003661794	up:G2Q9U0	glycosyltransferase family 31 protein
mtm:MYCTH_2138386	ncbi-geneid:11510694	ncbi-proteinid:XP_003661889	up:G2QA94	hypothetical protein
mtm:MYCTH_2138495	ncbi-geneid:11510865	ncbi-proteinid:XP_003662060	up:G2QB76	hypothetical protein
mtm:MYCTH_2138498	ncbi-geneid:11510869	ncbi-proteinid:XP_003662064	up:G2QB80	hypothetical protein
mtm:MYCTH_2138515	ncbi-geneid:11510891	ncbi-proteinid:XP_003662086	up:G2QBA2	hypothetical protein
mtm:MYCTH_2138690	ncbi-geneid:11512419	ncbi-proteinid:XP_003662366	up:G2Q8X6	hypothetical protein
mtm:MYCTH_2138765	ncbi-geneid:11512614	ncbi-proteinid:XP_003662538	up:G2QCB8	hypothetical protein
mtm:MYCTH_2138805	ncbi-geneid:11512693	ncbi-proteinid:XP_003662617	up:G2QCP9	hypothetical protein
mtm:MYCTH_2138808	ncbi-geneid:11512697	ncbi-proteinid:XP_003662621	up:G2QCV6	hypothetical protein
mtm:MYCTH_2138853	ncbi-geneid:11512758	ncbi-proteinid:XP_003662682	up:G2QD71	carbohydrate esterase family 1 protein
mtm:MYCTH_2138861	ncbi-geneid:11512770	ncbi-proteinid:XP_003662694	up:G2QD83	hypothetical protein
mtm:MYCTH_2138875	ncbi-geneid:11512789	ncbi-proteinid:XP_003662713	up:G2QDA2	hypothetical protein
mtm:MYCTH_2138881	ncbi-geneid:11507357	ncbi-proteinid:XP_003662731	up:G2QDH4	hypothetical protein
mtm:MYCTH_2138933	ncbi-geneid:11507450	ncbi-proteinid:XP_003662824	up:G2QDX0	hypothetical protein
mtm:MYCTH_2138951	ncbi-geneid:11507483	ncbi-proteinid:XP_003662857	up:G2QE29	hypothetical protein
mtm:MYCTH_2138963	ncbi-geneid:11507505	ncbi-proteinid:XP_003662879	up:G2QE51	hypothetical protein
mtm:MYCTH_2138981	ncbi-geneid:11507532	ncbi-proteinid:XP_003662906	up:G2QE78	hypothetical protein
mtm:MYCTH_2139043	ncbi-geneid:11507617	ncbi-proteinid:XP_003662991	up:G2QEG3	hypothetical protein
mtm:MYCTH_2139057	ncbi-geneid:11507653	ncbi-proteinid:XP_003663027	up:G2QEJ9	hypothetical protein
mtm:MYCTH_2139072	ncbi-geneid:11507688	ncbi-proteinid:XP_003663062	up:G2QEN4	hypothetical protein
mtm:MYCTH_2139199	ncbi-geneid:11507884	ncbi-proteinid:XP_003663258	up:G2QBS0	hypothetical protein
mtm:MYCTH_2139227	ncbi-geneid:11507926	ncbi-proteinid:XP_003663300	up:G2QBX3	hypothetical protein
mtm:MYCTH_2139278	ncbi-geneid:11509253	ncbi-proteinid:XP_003663375	up:G2QCF4	hypothetical protein
mtm:MYCTH_2139328	ncbi-geneid:11509549	ncbi-proteinid:XP_003663515	up:G2QD52	hypothetical protein
mtm:MYCTH_2139409	ncbi-geneid:11510065	ncbi-proteinid:XP_003663775	up:G2QG65	hypothetical protein
mtm:MYCTH_2139484	ncbi-geneid:11513439	ncbi-proteinid:XP_003663964	up:G2QH59	hypothetical protein
mtm:MYCTH_2139555	ncbi-geneid:11513623	ncbi-proteinid:XP_003664070	up:G2QHG5	hypothetical protein
mtm:MYCTH_2139585	ncbi-geneid:11513750	ncbi-proteinid:XP_003664119	up:G2QHL4	glycoside hydrolase family 47 protein
mtm:MYCTH_2139749	ncbi-geneid:11514362	ncbi-proteinid:XP_003664419	up:G2QFE5	hypothetical protein
mtm:MYCTH_2139768	ncbi-geneid:11514396	ncbi-proteinid:XP_003664453	up:G2QFH9	hypothetical protein
mtm:MYCTH_2139914	ncbi-geneid:11506596	ncbi-proteinid:XP_003664802	up:G2QIS9	hypothetical protein
mtm:MYCTH_2139925	ncbi-geneid:11506619	ncbi-proteinid:XP_003664825	up:G2QIV2	hypothetical protein
mtm:MYCTH_2139973	ncbi-geneid:11506893	ncbi-proteinid:XP_003664943	up:G2QJE1	hypothetical protein
mtm:MYCTH_2139989	ncbi-geneid:11506918	ncbi-proteinid:XP_003664968	up:G2QJG6	hypothetical protein
mtm:MYCTH_2140156	ncbi-geneid:11511056	ncbi-proteinid:XP_003665296	up:G2QKE5	hypothetical protein
mtm:MYCTH_2140301	ncbi-geneid:11511274	ncbi-proteinid:XP_003665514	up:G2QI80	hypothetical protein
