PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"14026060","Studies with purple adenine mutants in Neurospora crassa. V. Evidence for allelic complementation among ad-3B mutants","DE SERRES F.","Genetics. 1963 Mar;48(3):351-60. doi: 10.1093/genetics/48.3.351.","DE SERRES F","Genetics","1963","1963/03/01","PMC1210476","","10.1093/genetics/48.3.351"
"4114857","Carbamoyl phosphate compartmentation in Neurospora: histochemical localization of aspartate and ornithine transcarbamoylases","Bernhardt SA, Davis RH.","Proc Natl Acad Sci U S A. 1972 Jul;69(7):1868-72. doi: 10.1073/pnas.69.7.1868.","Bernhardt SA","Proc Natl Acad Sci U S A","1972","1972/07/01","PMC426821","","10.1073/pnas.69.7.1868"
"38745","Biosynthesis of phytoene from isopentenyl pyrophosphate by a Neurospora enzyme system","Spurgeon SL, Turner RV, Harding RW.","Arch Biochem Biophys. 1979 Jun;195(1):23-9. doi: 10.1016/0003-9861(79)90323-0.","Spurgeon SL","Arch Biochem Biophys","1979","1979/06/01","","","10.1016/0003-9861(79)90323-0"
"4269100","Interrelationships in trace-element metabolism in metal toxicities in a cobalt-resistant strain of Neurospora crassa","Venkateswerlu G, Sastry KS.","Biochem J. 1973 Apr;132(4):673-80. doi: 10.1042/bj1320673.","Venkateswerlu G","Biochem J","1973","1973/04/01","PMC1177642","","10.1042/bj1320673"
"2987210","Acetylglutamate kinase-acetylglutamyl-phosphate reductase complex of Neurospora crassa. Evidence for two polypeptides","Wandinger-Ness AU, Wolf EC, Weiss RL, Davis RH.","J Biol Chem. 1985 May 25;260(10):5974-8.","Wandinger-Ness AU","J Biol Chem","1985","1985/05/25","","",""
"31950228","Drought-Induced Stress Priming in Two Distinct Filamentous Saprotrophic Fungi","Guhr A, Kircher S.","Microb Ecol. 2020 Jul;80(1):27-33. doi: 10.1007/s00248-019-01481-w. Epub 2020 Jan 16.","Guhr A","Microb Ecol","2020","2020/01/18","PMC7338827","","10.1007/s00248-019-01481-w"
"6241764","Studies on the induction of aryl hydrocarbon(benzo[a]pyrene) hydroxylase in Neurospora crassa, and its suppression by sodium selenite","Kapoor M, Lin WS.","Xenobiotica. 1984 Dec;14(12):903-15. doi: 10.3109/00498258409151489.","Kapoor M","Xenobiotica","1984","1984/12/01","","","10.3109/00498258409151489"
"11169754","Functional analysis of the Neurospora crassa PZL-1 protein phosphatase by expression in budding and fission yeast","Vissi E, Clotet J, de Nadal E, Barceló A, Bakó E, Gergely P, Dombrádi V, Ariño J.","Yeast. 2001 Jan 30;18(2):115-24. doi: 10.1002/1097-0061(20010130)18:2<115::AID-YEA653>3.0.CO;2-G.","Vissi E","Yeast","2001","2001/02/13","","","10.1002/1097-0061(20010130)18:2<115::AID-YEA653>3.0.CO;2-G"
"241893","Regulation of glycolysis in Neurospora crassa. Kinetic properties of pyruvate kinase","Tsao MU, Madley TI.","Microbios. 1975;12(49):125-42.","Tsao MU","Microbios","1975","1975/01/01","","",""
"20637887","Neurospora illuminates fungal photoreception","Chen CH, Dunlap JC, Loros JJ.","Fungal Genet Biol. 2010 Nov;47(11):922-9. doi: 10.1016/j.fgb.2010.07.005. Epub 2010 Jul 15.","Chen CH","Fungal Genet Biol","2010","2010/07/20","PMC3649881","NIHMS223666","10.1016/j.fgb.2010.07.005"
"6234942","Extended X-ray absorption fine structure study of the coupled binuclear copper active site of tyrosinase from Neurospora crassa","Woolery GL, Powers L, Winkler M, Solomon EI, Lerch K, Spiro TG.","Biochim Biophys Acta. 1984 Jul 31;788(2):155-61. doi: 10.1016/0167-4838(84)90257-7.","Woolery GL","Biochim Biophys Acta","1984","1984/07/31","","","10.1016/0167-4838(84)90257-7"
"13733280","Inter-relationships of alleles at the am locus in Neurospora crassa","PATEMAN JA.","J Gen Microbiol. 1960 Oct;23:393-9. doi: 10.1099/00221287-23-2-393.","PATEMAN JA","J Gen Microbiol","1960","1960/10/01","","","10.1099/00221287-23-2-393"
"2942941","Regulation of fungal cell wall growth: a guanine nucleotide-binding, proteinaceous component required for activity of (1----3)-beta-D-glucan synthase","Kang MS, Cabib E.","Proc Natl Acad Sci U S A. 1986 Aug;83(16):5808-12. doi: 10.1073/pnas.83.16.5808.","Kang MS","Proc Natl Acad Sci U S A","1986","1986/08/01","PMC386384","","10.1073/pnas.83.16.5808"
"8121395","Sequential gel mobility shift scanning of 5' upstream sequences of the Neurospora crassa am (GDH) gene","Chen H, Kinsey JA.","Mol Gen Genet. 1994 Feb;242(4):399-403. doi: 10.1007/BF00281789.","Chen H","Mol Gen Genet","1994","1994/02/01","","","10.1007/BF00281789"
"2144339","Nucleotide sequence of a full-length cDNA coding for the mitochondrial precursor protein of the beta-subunit of F1-ATPase from Neurospora crassa","Rassow J, Harmey MA, Müller HA, Neupert W, Tropschug M.","Nucleic Acids Res. 1990 Aug 25;18(16):4922. doi: 10.1093/nar/18.16.4922.","Rassow J","Nucleic Acids Res","1990","1990/08/25","PMC331987","","10.1093/nar/18.16.4922"
"4275465","Purification and properties of the nitrate reductase isolated from Neurospora crassa mutant nit-3. Kinetics, molecular weight determination, and cytochrome involvement","Antoine AD.","Biochemistry. 1974 May 21;13(11):2289-94. doi: 10.1021/bi00708a008.","Antoine AD","Biochemistry","1974","1974/05/21","","","10.1021/bi00708a008"
"22962278","Physiological significance of network organization in fungi","Simonin A, Palma-Guerrero J, Fricker M, Glass NL.","Eukaryot Cell. 2012 Nov;11(11):1345-52. doi: 10.1128/EC.00213-12. Epub 2012 Sep 7.","Simonin A","Eukaryot Cell","2012","2012/09/11","PMC3486018","","10.1128/EC.00213-12"
"6460917","Liposome-mediated genetic transformation of Neurospora crassa","Radford A, Pope S, Sazci A, Fraser MJ, Parish JH.","Mol Gen Genet. 1981;184(3):567-9. doi: 10.1007/BF00352544.","Radford A","Mol Gen Genet","1981","1981/01/01","","","10.1007/BF00352544"
"2524646","cys-3, the positive-acting sulfur regulatory gene of Neurospora crassa, encodes a protein with a putative leucine zipper DNA-binding element","Fu YH, Paietta JV, Mannix DG, Marzluf GA.","Mol Cell Biol. 1989 Mar;9(3):1120-7. doi: 10.1128/mcb.9.3.1120-1127.1989.","Fu YH","Mol Cell Biol","1989","1989/03/01","PMC362702","","10.1128/mcb.9.3.1120-1127.1989"
"10600745","Posttranscriptional gene silencing in Neurospora by a RecQ DNA helicase","Cogoni C, Macino G.","Science. 1999 Dec 17;286(5448):2342-4. doi: 10.1126/science.286.5448.2342.","Cogoni C","Science","1999","1999/12/22","","","10.1126/science.286.5448.2342"
"142193","The isolation of nuclei from fungi","Hsiang M, Cole RD.","Methods Cell Biol. 1977;16:113-24. doi: 10.1016/s0091-679x(08)60095-3.","Hsiang M","Methods Cell Biol","1977","1977/01/01","","","10.1016/s0091-679x(08)60095-3"
"29569180","Light-regulated promoters for tunable, temporal, and affordable control of fungal gene expression","Fuller KK, Dunlap JC, Loros JJ.","Appl Microbiol Biotechnol. 2018 May;102(9):3849-3863. doi: 10.1007/s00253-018-8887-7. Epub 2018 Mar 22.","Fuller KK","Appl Microbiol Biotechnol","2018","2018/03/24","PMC5897137","NIHMS953961","10.1007/s00253-018-8887-7"
"10783241","A new self-assembled peroxisomal vesicle required for efficient resealing of the plasma membrane","Jedd G, Chua NH.","Nat Cell Biol. 2000 Apr;2(4):226-31. doi: 10.1038/35008652.","Jedd G","Nat Cell Biol","2000","2000/04/27","","","10.1038/35008652"
"36901932","Intracellular Nitric Oxide and cAMP Are Involved in Cellulolytic Enzyme Production in Neurospora crassa","Yu NN, Ketya W, Park G.","Int J Mol Sci. 2023 Feb 24;24(5):4503. doi: 10.3390/ijms24054503.","Yu NN","Int J Mol Sci","2023","2023/03/11","PMC10003064","","10.3390/ijms24054503"
"8899713","Functional in vivo studies of the Neurospora crassa cys-14 gene upstream region: importance of CYS3-binding sites for regulated expression","Li Q, Zhou L, Marzluf GA.","Mol Microbiol. 1996 Oct;22(1):109-17. doi: 10.1111/j.1365-2958.1996.tb02660.x.","Li Q","Mol Microbiol","1996","1996/10/01","","","10.1111/j.1365-2958.1996.tb02660.x"
"31413202","A pathway linking translation stress to checkpoint kinase 2 signaling in Neurospora crassa","Diernfellner ACR, Lauinger L, Shostak A, Brunner M.","Proc Natl Acad Sci U S A. 2019 Aug 27;116(35):17271-17279. doi: 10.1073/pnas.1815396116. Epub 2019 Aug 14.","Diernfellner ACR","Proc Natl Acad Sci U S A","2019","2019/08/16","PMC6717302","","10.1073/pnas.1815396116"
"18948221","Identification of all FK506-binding proteins from Neurospora crassa","Pinto D, Duarte M, Soares S, Tropschug M, Videira A.","Fungal Genet Biol. 2008 Dec;45(12):1600-7. doi: 10.1016/j.fgb.2008.09.011. Epub 2008 Oct 10.","Pinto D","Fungal Genet Biol","2008","2008/10/25","","","10.1016/j.fgb.2008.09.011"
"154423","Isolation of Neurospora crassa-bovine L-glutamate dehydrogenase hybrids [proceedings]","Watson DH.","Biochem Soc Trans. 1978;6(6):1190-2. doi: 10.1042/bst0061190.","Watson DH","Biochem Soc Trans","1978","1978/01/01","","","10.1042/bst0061190"
"142659","Demonstration of specific aminopeptidase inhibitors in Neurospora crassa","Kaehn K, Kula MR.","FEBS Lett. 1977 Jul 1;79(1):85-90. doi: 10.1016/0014-5793(77)80356-6.","Kaehn K","FEBS Lett","1977","1977/07/01","","","10.1016/0014-5793(77)80356-6"
"12047","Biphasic interactions between a Neurospora crassa glutamate dehydrogenase and reduced nicotinamide-adenine dinucleotide phosphate","Gore MG, Iwatsubo M.","Biochem Soc Trans. 1976;4(4):612-4. doi: 10.1042/bst0040612.","Gore MG","Biochem Soc Trans","1976","1976/01/01","","","10.1042/bst0040612"
"30222964","Modeling the crosstalk between the circadian clock and ROS in Neurospora crassa","Xia Y, Cheng Z, Wang S, Guan D, Liu F.","J Theor Biol. 2018 Dec 7;458:125-132. doi: 10.1016/j.jtbi.2018.09.013. Epub 2018 Sep 14.","Xia Y","J Theor Biol","2018","2018/09/18","","","10.1016/j.jtbi.2018.09.013"
"23125351","Circadian activation of the mitogen-activated protein kinase MAK-1 facilitates rhythms in clock-controlled genes in Neurospora crassa","Bennett LD, Beremand P, Thomas TL, Bell-Pedersen D.","Eukaryot Cell. 2013 Jan;12(1):59-69. doi: 10.1128/EC.00207-12. Epub 2012 Nov 2.","Bennett LD","Eukaryot Cell","2013","2012/11/06","PMC3535850","","10.1128/EC.00207-12"
"8316838","Unusual mutational mechanisms and evolution","Hurst LD, Grafen A.","Science. 1993 Jun 25;260(5116):1959; author reply 1959-60. doi: 10.1126/science.8316838.","Hurst LD","Science","1993","1993/06/25","","","10.1126/science.8316838"
"6456170","The isolation of mms- and histidine-sensitive mutants in Neurospora crassa","Delange AM, Mishra NC.","Genetics. 1981 Feb;97(2):247-59. doi: 10.1093/genetics/97.2.247.","Delange AM","Genetics","1981","1981/02/01","PMC1214392","","10.1093/genetics/97.2.247"
"4281046","[Growth of yeasts on a nutrient medium with deuterated compounds]","Lazareva AV, Shishkanova NV, Lozinov AB.","Mikrobiologiia. 1974 Nov-Dec;43(6):1017-21.","Lazareva AV","Mikrobiologiia","1974","1974/11/01","","",""
"2454235","A mutant of Neurospora crassa deficient in cytochrome c heme lyase activity cannot import cytochrome c into mitochondria","Nargang FE, Drygas ME, Kwong PL, Nicholson DW, Neupert W.","J Biol Chem. 1988 Jul 5;263(19):9388-94.","Nargang FE","J Biol Chem","1988","1988/07/05","","",""
"20836046","Circadian oscillators in eukaryotes","Jolma IW, Laerum OD, Lillo C, Ruoff P.","Wiley Interdiscip Rev Syst Biol Med. 2010 Sep-Oct;2(5):533-549. doi: 10.1002/wsbm.81.","Jolma IW","Wiley Interdiscip Rev Syst Biol Med","2010","2010/09/14","","","10.1002/wsbm.81"
"25822411","Combinatorial control of light induced chromatin remodeling and gene activation in Neurospora","Sancar C, Ha N, Yilmaz R, Tesorero R, Fisher T, Brunner M, Sancar G.","PLoS Genet. 2015 Mar 30;11(3):e1005105. doi: 10.1371/journal.pgen.1005105. eCollection 2015 Mar.","Sancar C","PLoS Genet","2015","2015/03/31","PMC4378982","","10.1371/journal.pgen.1005105"
"7904043","Characterization of the cit-1 gene from Neurospora crassa encoding the mitochondrial form of citrate synthase","Ferea T, Contreras ET, Oung T, Bowman EJ, Bowman BJ.","Mol Gen Genet. 1994 Jan;242(1):105-10. doi: 10.1007/BF00277354.","Ferea T","Mol Gen Genet","1994","1994/01/01","","","10.1007/BF00277354"
"4271653","Regulation of phosphate metabolism in Neurospora crassa. Characterization of regulatory mutants","Lehman JF, Gleason MK, Ahlgren SK, Metzenberg RL.","Genetics. 1973 Sep;75(1):61-73. doi: 10.1093/genetics/75.1.61.","Lehman JF","Genetics","1973","1973/09/01","PMC1213002","","10.1093/genetics/75.1.61"
"6284716","Genetic and enzymatic characterization of the inducible glycerol dissimilatory system of Neurospora crassa","Denor PF, Courtright JB.","J Bacteriol. 1982 Aug;151(2):912-7. doi: 10.1128/jb.151.2.912-917.1982.","Denor PF","J Bacteriol","1982","1982/08/01","PMC220342","","10.1128/jb.151.2.912-917.1982"
"211971","Effect of carbon source on enzymes involved in glycerol metabolism in Neurospora crassa","Tom GD, Viswanath-Reddy M, Howe HB Jr.","Arch Microbiol. 1978 Jun 26;117(3):259-63. doi: 10.1007/BF00738544.","Tom GD","Arch Microbiol","1978","1978/06/26","","","10.1007/BF00738544"
"19817850","Genome-wide investigation of reproductive isolation in experimental lineages and natural species of Neurospora: identifying candidate regions by microarray-based genotyping and mapping","Dettman JR, Anderson JB, Kohn LM.","Evolution. 2010 Mar 1;64(3):694-709. doi: 10.1111/j.1558-5646.2009.00863.x. Epub 2009 Oct 5.","Dettman JR","Evolution","2010","2009/10/13","","","10.1111/j.1558-5646.2009.00863.x"
"22583035","On-target labeling of intracellular metabolites combined with chemical mapping of individual hyphae revealing cytoplasmic relocation of isotopologues","Hu JB, Chen YC, Urban PL.","Anal Chem. 2012 Jun 5;84(11):5110-6. doi: 10.1021/ac300903x. Epub 2012 May 22.","Hu JB","Anal Chem","2012","2012/05/16","","","10.1021/ac300903x"
"13984420","Characterization of ribosomes from Neurospora crassa","STORCK R.","Biophys J. 1963 Jan;3(1):1-10. doi: 10.1016/s0006-3495(63)86800-9.","STORCK R","Biophys J","1963","1963/01/01","PMC1366420","","10.1016/s0006-3495(63)86800-9"
"24347630","Global analysis of serine/threonine and tyrosine protein phosphatase catalytic subunit genes in Neurospora crassa reveals interplay between phosphatases and the p38 mitogen-activated protein kinase","Ghosh A, Servin JA, Park G, Borkovich KA.","G3 (Bethesda). 2014 Feb 19;4(2):349-65. doi: 10.1534/g3.113.008813.","Ghosh A","G3 (Bethesda)","2014","2013/12/19","PMC3931568","","10.1534/g3.113.008813"
"8098209","The 12.3 kDa subunit of complex I (respiratory-chain NADH dehydrogenase) from Neurospora crassa: cDNA cloning and chromosomal mapping of the gene","Videira A, Azevedo JE, Werner S, Cabral P.","Biochem J. 1993 May 1;291 ( Pt 3)(Pt 3):729-32. doi: 10.1042/bj2910729.","Videira A","Biochem J","1993","1993/05/01","PMC1132429","","10.1042/bj2910729"
"4362679","Neurospora crassa protein kinase. Purification, properties, and kinetic mechanism","Gold MH, Segel IH.","J Biol Chem. 1974 Apr 25;249(8):2417-23.","Gold MH","J Biol Chem","1974","1974/04/25","","",""
"2139257","DNA methylation and chromatin structure: a view from below","Selker EU.","Trends Biochem Sci. 1990 Mar;15(3):103-7. doi: 10.1016/0968-0004(90)90193-f.","Selker EU","Trends Biochem Sci","1990","1990/03/01","","","10.1016/0968-0004(90)90193-f"
"11129047","A Neurospora crassa Arp1 mutation affecting cytoplasmic dynein and dynactin localization","Minke PF, Lee IH, Tinsley JH, Plamann M.","Mol Gen Genet. 2000 Nov;264(4):433-40. doi: 10.1007/s004380000304.","Minke PF","Mol Gen Genet","2000","2000/12/29","","","10.1007/s004380000304"
"8582636","Chromosome rearrangements that involve the nucleolus organizer region in Neurospora","Perkins DD, Raju NB, Barry EG, Butler DK.","Genetics. 1995 Nov;141(3):909-23. doi: 10.1093/genetics/141.3.909.","Perkins DD","Genetics","1995","1995/11/01","PMC1206854","","10.1093/genetics/141.3.909"
"14685243","Evolutionary conservation of biogenesis of beta-barrel membrane proteins","Paschen SA, Waizenegger T, Stan T, Preuss M, Cyrklaff M, Hell K, Rapaport D, Neupert W.","Nature. 2003 Dec 18;426(6968):862-6. doi: 10.1038/nature02208.","Paschen SA","Nature","2003","2003/12/20","","","10.1038/nature02208"
"137722","One-carbon metabolism in Neurospora crassa wild-type and in mutants partially deficient in serine hydroxymethyltransferase","Cossins EA, Chan PY, Combepine G.","Biochem J. 1976 Nov 15;160(2):305-14. doi: 10.1042/bj1600305.","Cossins EA","Biochem J","1976","1976/11/15","PMC1164237","","10.1042/bj1600305"
"8917314","NUC-2, a component of the phosphate-regulated signal transduction pathway in Neurospora crassa, is an ankyrin repeat protein","Poleg Y, Aramayo R, Kang S, Hall JG, Metzenberg RL.","Mol Gen Genet. 1996 Oct 28;252(6):709-16. doi: 10.1007/BF02173977.","Poleg Y","Mol Gen Genet","1996","1996/10/28","","","10.1007/BF02173977"
"4281398","Mutations specifically blocking differentiation of macroconidia Neurospora crassa","Matsuyama SS, Nelson RE, Siegel RW.","Dev Biol. 1974 Dec;41(2):278-87. doi: 10.1016/0012-1606(74)90306-6.","Matsuyama SS","Dev Biol","1974","1974/12/01","","","10.1016/0012-1606(74)90306-6"
"10998244","ASD4, a new GATA factor of Neurospora crassa, displays sequence-specific DNA binding and functions in ascus and ascospore development","Feng B, Haas H, Marzluf GA.","Biochemistry. 2000 Sep 12;39(36):11065-73. doi: 10.1021/bi000886j.","Feng B","Biochemistry","2000","2000/09/22","","","10.1021/bi000886j"
"33359308","Deconstructing the electron transfer chain in a complex molybdoenzyme: Assimilatory nitrate reductase from Neurospora crassa","Kalimuthu P, Kruse T, Bernhardt PV.","Biochim Biophys Acta Bioenerg. 2021 Mar 1;1862(3):148358. doi: 10.1016/j.bbabio.2020.148358. Epub 2020 Dec 24.","Kalimuthu P","Biochim Biophys Acta Bioenerg","2021","2020/12/28","","","10.1016/j.bbabio.2020.148358"
"6233461","Selection of conidial longevity mutants of Neurospora crassa","Munkres KD, Furtek CA.","Mech Ageing Dev. 1984 Apr-May;25(1-2):47-62. doi: 10.1016/0047-6374(84)90129-5.","Munkres KD","Mech Ageing Dev","1984","1984/04/01","","","10.1016/0047-6374(84)90129-5"
"13221761","Genetic factors influencing the activity of tryptophan desmolase in Neurospora crassa","HOGNESS DS, MITCHELL HK.","J Gen Microbiol. 1954 Dec;11(3):401-11. doi: 10.1099/00221287-11-3-401.","HOGNESS DS","J Gen Microbiol","1954","1954/12/01","","","10.1099/00221287-11-3-401"
